SACC code(d),Country of birth(d),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23(e)
3106,Portugal,50,50,50,30,40,40,30,50,30,60,50,50,50,70,70,60,40,60,60
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,80,80,60,90,90,90,80,90,120,170,200,220,250,280,280,260,250,240,160
3201,Albania,10,20,10,10,20,20,10,20,10,20,50,20,40,50,60,50,50,30,30
3202,Bosnia/Herzegov,110,120,130,110,100,100,120,90,110,140,110,90,120,100,90,90,110,200,160
3203,Bulgaria,30,20,30,30,30,30,20,20,10,20,40,30,40,30,40,40,40,50,40
3204,Croatia,140,190,150,140,120,130,100,110,110,130,100,120,110,110,110,70,90,190,160
3205,Cyprus,80,90,80,70,70,50,60,40,50,50,60,70,70,60,60,60,60,60,60
3206,North Macedonia,150,130,140,130,110,100,140,100,160,140,120,110,90,110,100,360,120,160,150
3207,Greece,360,340,330,330,280,210,210,160,230,330,410,310,340,390,390,310,290,370,420
3208,Moldova,0,0,10,10,0,10,10,10,10,0,10,0,10,10,10,10,10,10,0
3211,Romania,70,70,90,100,80,70,80,70,60,70,90,100,100,90,80,80,70,160,90
3212,Slovenia,30,20,20,20,30,20,20,20,20,20,30,10,20,20,30,40,20,20,20
3214,Montenegro,0,0,0,0,10,10,10,0,0,0,0,10,10,10,0,0,0,0,10
3215,Serbia,20,30,60,60,50,60,50,50,50,50,60,90,70,60,70,60,70,150,110
3216,Kosovo,0,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,10,0,0
3301,Belarus,10,0,10,10,0,10,10,10,20,10,10,10,10,10,10,10,10,20,10
3302,Czechia,50,60,40,60,60,40,50,30,40,40,60,50,60,60,50,70,50,40,30
3303,Estonia,20,10,10,20,10,30,60,50,40,50,80,60,60,70,90,70,50,40,30
3304,Hungary,50,40,40,40,30,40,50,60,50,50,50,60,60,50,60,50,60,40,30
3305,Latvia,20,20,10,20,20,20,20,10,10,10,20,10,10,20,10,10,20,10,10
3306,Lithuania,10,10,10,10,20,10,10,20,10,20,20,10,30,20,30,20,20,10,20
3307,Poland,180,190,180,210,170,160,180,150,180,200,150,190,180,180,190,160,190,200,150
3308,Russia,90,90,90,150,100,100,100,80,90,120,120,120,120,160,160,130,170,140,120
3311,Slovakia,30,20,20,30,30,20,20,30,20,20,20,30,20,40,40,30,20,30,10
3312,Ukraine,50,60,60,70,60,50,60,40,50,70,30,70,60,50,70,60,60,50,60
4101,Algeria,0,0,0,10,20,10,10,10,10,10,10,10,10,10,10,20,0,20,0
4102,Egypt,70,80,70,90,70,80,80,60,80,80,110,100,100,80,100,120,140,140,130
4103,Libya,0,0,0,10,20,10,30,30,60,80,20,10,10,10,10,10,10,20,10
4104,Morocco,10,0,10,10,10,10,10,10,20,20,20,10,10,20,20,20,10,30,20
4105,Sudan,20,20,40,60,80,100,110,100,80,70,90,60,60,70,80,170,120,110,90
4106,Tunisia,0,0,0,0,0,10,10,10,10,0,0,10,0,0,0,10,10,0,0
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,South Sudan,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,20,20,20,30
4201,Bahrain,10,20,20,20,20,30,20,20,20,20,10,20,20,10,20,20,20,10,10
4202,Gaza Str/W Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,Iran,60,90,90,110,120,120,140,150,150,320,290,290,320,250,220,250,240,330,310
4204,Iraq,80,90,80,90,150,160,150,140,160,160,140,150,170,190,190,150,180,190,190
4205,Israel,150,160,170,210,200,190,230,170,160,200,210,190,170,230,260,150,210,220,150
4206,Jordan,20,40,30,20,20,30,20,30,30,30,30,30,40,50,40,30,20,40,40
4207,Kuwait,30,30,50,40,30,40,40,50,60,70,60,100,80,140,120,120,80,60,50
4208,Lebanon,180,190,150,160,210,210,190,130,130,130,160,170,220,150,140,120,110,140,200
4211,Oman,40,50,50,60,80,50,50,30,50,40,40,40,40,80,60,190,80,40,30
4212,Qatar,0,10,10,10,10,10,10,0,10,10,10,10,20,10,20,20,20,20,10
4213,Saudi Arabia,40,60,50,150,190,370,610,680,720,550,660,780,860,960,770,920,1010,760,450
4214,Syria,20,30,40,50,40,40,30,20,20,30,30,30,30,30,40,40,20,40,70
4215,Turkey,250,330,330,330,290,330,350,290,440,430,390,360,360,340,350,360,340,420,440
4216,Unit Arab Emir,50,40,60,70,80,130,170,140,160,120,100,80,110,90,100,150,80,90,80
4217,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0
5101,Myanmar,20,20,20,20,30,30,40,40,60,90,100,80,70,100,120,120,160,60,70
5102,Cambodia,130,100,90,140,100,90,130,100,150,130,140,170,180,220,260,260,440,250,220
5103,Laos,40,60,40,40,40,40,60,60,60,50,30,40,50,50,40,50,60,30,20
5104,Thailand,800,780,670,800,800,870,940,920,810,760,790,780,890,1020,1210,1220,1080,500,540
5105,Vietnam,680,790,790,870,880,1140,1350,1540,1320,1350,1350,1420,1490,1640,1710,2300,1940,1590,1390
5201,Brunei,30,40,30,30,60,60,60,60,60,70,40,50,50,40,40,60,40,10,20
5202,Indonesia,1620,1620,1490,1440,1380,1480,1510,1440,1620,1590,1520,1390,1410,1390,1560,1670,1870,970,880
5203,Malaysia,1840,1940,1960,1880,2280,2520,2740,2690,2970,3000,2770,2780,3380,4320,5140,4330,3430,1840,1880
5204,Philippines,410,480,560,530,490,500,590,370,460,520,560,590,630,740,950,890,760,1120,970
5205,Singapore,760,880,840,970,970,1000,1090,1000,970,1020,840,1010,900,960,980,1130,840,490,590
5206,Timor-Leste,20,30,40,40,40,40,30,20,30,20,30,40,20,20,30,20,60,50,70
6101,China,2360,2580,3040,3360,3960,5780,6620,6920,6890,6440,6950,7740,8790,12090,16580,25870,24250,10140,8060
6102,Hong Kong,1230,1350,1240,1170,1010,1140,1220,1170,1070,1150,1130,1060,930,930,930,760,610,420,480
6103,Macau,40,40,40,40,30,50,70,80,60,60,60,50,40,50,40,80,70,30,30
6104,Mongolia,0,20,20,20,20,30,30,20,30,30,30,40,50,40,70,40,110,40,20
6105,Taiwan,520,470,490,430,480,660,720,790,1020,1630,2120,1880,1900,1830,2120,2420,1350,540,420
6201,Japan,880,970,920,990,850,910,850,780,880,880,980,970,1120,1260,1230,1200,770,580,540
6202,"Korea, North",10,10,10,20,20,10,10,10,10,10,10,10,10,10,20,20,10,10,10
6203,"Korea, South",590,650,830,1090,1230,1570,1680,1430,1440,1430,1360,1420,1400,1500,1720,1980,1270,720,530
7101,Bangladesh,140,110,140,130,180,160,210,160,150,210,220,240,210,210,250,290,370,320,220
7102,Bhutan,10,20,10,10,20,30,20,30,40,30,30,30,20,10,50,30,10,20,10
7103,India,1670,2020,2270,2470,3200,5150,5870,4750,4810,5060,4390,4080,3780,4140,4850,7890,9520,8230,5330
7104,Maldives,10,20,10,20,20,10,30,20,20,20,10,20,30,10,20,10,20,20,10
7105,Nepal,50,50,30,20,50,90,170,130,130,180,190,190,170,190,260,470,550,520,330
7106,Pakistan,190,220,200,240,260,270,360,310,370,470,440,560,580,660,690,1270,1270,810,590
7107,Sri Lanka,670,560,560,570,620,770,870,740,740,850,800,950,870,930,1030,1240,1430,1170,720
7201,Afghanistan,50,80,50,50,60,60,110,80,60,70,80,80,100,60,110,120,90,70,220
7202,Armenia,0,0,0,0,0,0,0,0,10,0,10,10,10,10,10,0,0,0,10
7203,Azerbaijan,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,0,10,0,0
7204,Georgia,0,0,10,10,0,0,0,0,0,10,10,10,10,0,0,10,10,10,10
7205,Kazakhstan,10,0,10,10,10,10,10,10,10,20,10,30,20,20,20,20,20,20,20
7206,Kyrgyzstan,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,10,10,10,10
7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,Uzbekistan,0,10,0,0,0,0,10,0,0,10,10,10,10,10,10,10,20,20,10
8101,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8102,Canada,310,370,410,480,550,580,580,550,630,570,560,600,750,760,750,640,440,500,430
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104,USA,1100,1130,1200,1690,1980,1500,1450,1230,1560,1520,1570,1480,1470,1690,1870,1390,1080,1430,1210
8201,Argentina,40,60,50,50,70,40,50,70,50,60,80,100,100,100,150,150,140,200,80
8202,Bolivia,0,0,0,0,0,10,10,0,0,10,0,10,0,10,0,10,10,0,10
8203,Brazil,70,50,70,90,110,160,190,170,180,250,660,380,410,360,510,540,410,300,200
8204,Chile,100,80,60,90,100,120,150,140,180,220,250,260,210,300,330,340,170,240,140
8205,Colombia,60,50,70,100,150,180,250,270,250,390,360,410,420,600,690,690,650,550,360
8206,Ecuador,10,0,10,10,10,0,10,10,10,20,90,120,70,50,30,20,30,20,10
8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,Guyana,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,10,0
8212,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,10,10,0
8213,Peru,10,10,10,30,50,50,40,30,50,30,60,60,60,40,60,70,30,70,30
8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,Uruguay,10,20,10,20,20,10,10,20,20,20,10,10,10,20,20,30,20,20,20
8216,Venezuela,10,10,10,20,30,20,20,20,30,40,40,50,30,60,70,40,40,60,30
8299,"S America, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,Costa Rica,0,0,0,10,10,10,10,10,10,10,10,10,0,0,10,10,0,0,0
8303,El Salvador,20,20,10,20,20,20,20,20,20,20,20,20,20,10,30,10,10,20,20
8304,Guatemala,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,10,0,0
8305,Honduras,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
8306,Mexico,40,50,40,60,90,60,60,100,70,100,80,100,100,120,150,160,120,110,90
8307,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
8308,Panama,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8404,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8405,Barbados,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0
8406,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,Cuba,0,0,0,0,10,0,0,10,0,0,10,10,10,10,10,10,10,10,10
8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8411,Dominican Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8415,Jamaica,0,10,10,10,10,0,0,10,0,10,10,10,0,10,10,10,10,0,10
8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8421,Puerto Rico,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0
8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8425,Trinidad/Tobago,0,0,0,0,20,10,0,10,10,10,0,10,0,10,10,0,0,10,0
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8427,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,"Virgin Is, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,Cameroon,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0
9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,"Congo, Rep",0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,10,10
9108,"Congo, Dem Rep",0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,10,10,10
9111,Cote d'Ivoire,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9115,Ghana,20,10,20,10,10,10,20,10,20,20,20,20,20,30,30,30,40,30,20
9116,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,Liberia,0,0,0,10,0,0,0,0,0,0,10,10,10,0,10,10,10,10,10
9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,Nigeria,20,20,20,30,30,30,30,20,20,30,40,30,30,40,60,50,60,60,50
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,Senegal,0,10,0,0,0,0,0,0,0,0,10,0,10,10,10,0,0,0,0
9127,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,10,10
9128,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9201,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9202,Botswana,40,60,40,30,30,40,40,20,20,30,20,10,10,10,10,10,20,10,10
9203,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
9206,Eritrea,10,30,10,20,20,20,10,10,10,10,10,20,0,10,20,20,10,20,20
9207,Ethiopia,30,40,40,60,60,50,40,60,40,60,80,80,70,70,100,140,80,90,110
9208,Kenya,50,60,70,60,80,70,80,80,70,80,80,80,80,70,100,100,100,100,90
9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
9213,Malawi,0,0,10,10,0,10,10,10,0,10,10,10,10,0,20,10,10,10,0
9214,Mauritius,120,110,100,110,160,240,270,200,200,190,160,150,150,160,160,160,170,110,130
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9216,Mozambique,0,10,10,10,0,10,10,0,10,10,10,0,10,10,0,10,10,0,10
9217,Namibia,0,0,0,10,10,10,10,0,0,0,0,0,0,0,10,10,0,0,10
9218,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
9221,Rwanda,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,10,10,10,10,0,10,10,10,10,10,10,20,10,0,0,10,10,0,0
9224,Somalia,50,80,80,70,80,60,90,80,70,80,90,90,90,120,130,150,140,120,130
9225,South Africa,320,280,310,330,320,390,370,360,350,410,390,390,410,390,370,310,290,370,290
9226,Eswatini,0,0,0,0,0,0,10,0,10,10,0,10,10,0,0,0,0,0,0
9227,Tanzania,10,20,10,20,10,20,10,10,30,20,20,20,10,30,10,20,10,10,10
9228,Uganda,10,10,10,10,20,10,10,10,20,30,10,30,10,10,20,10,10,20,20
9231,Zambia,30,10,20,20,30,30,20,20,20,30,30,10,20,10,20,20,20,10,10
9232,Zimbabwe,40,70,70,70,60,80,90,70,90,70,80,70,70,80,70,70,80,70,60
9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
